City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
554,Krasnogorsk,RU,64.0,55.82,37.32,"Hotel ""Academy"""
555,Mulege,MX,80.4,26.88,-111.98,Casa Granada
556,Tyrma,RU,60.08,50.08,132.17,
557,Nanuque,BR,63.95,-17.84,-40.35,Hotel e Churrascaria Boi na Brasa
558,Waddan,LY,68.81,29.16,16.14,محل الشريف محمد العايب
560,Vila Franca Do Campo,PT,64.4,37.72,-25.43,Pestana Bahia Praia
561,Izumo,JP,82.4,35.37,132.77,Toyoko-Inn Izumoshi ekimae
562,Luangwa,ZM,55.04,-15.62,30.42,Gerasimos Safari Lodge
564,Lavrentiya,RU,55.45,65.58,-171.0,
566,Rumilly,FR,59.0,45.87,5.95,Couett'Hôtel Rumilly
569,Ucluelet,CA,55.99,48.93,-125.55,Black Rock Oceanfront Resort
570,Blackwater,AU,70.61,-23.58,148.88,Blackwater Motor Inn
571,Vila Velha,BR,66.0,-20.33,-40.29,Hotel Vitória Palace
572,Corner Brook,CA,53.6,48.97,-57.95,Glynmill Inn
573,Santa Maria Do Suacui,BR,56.34,-18.19,-42.41,Hotel do Vavá
